soundname	 nsyll	 npause	 dur	 phonationtime
VIE_F1_DTND__P3	93	9	22.53	18.39
VIE_F1_DTND__P8	70	6	18.69	15.77
VIE_F1_DTND__P9	62	9	15.74	12.64
VIE_F1_DTND__Q0	60	3	14.14	11.71
VIE_F1_DTND__Q1	59	6	13.5	11.05
VIE_F2_DTNH__O1	51	5	11.97	10.12
VIE_F2_DTNH__O2	99	6	22.14	18.51
VIE_F2_DTNH__O3	58	4	12.48	10.99
VIE_F2_DTNH__O4	91	4	19.26	17.32
VIE_F2_DTNH__O6	87	5	18.5	15.84
VIE_F2_DTNH__O8	81	6	18.11	15.65
VIE_F2_DTNH__O9	50	5	12.1	10.36
VIE_F2_DTNH__P0	107	10	24.77	21.46
VIE_F2_DTNH__P1	78	5	17.73	15.46
VIE_F2_DTNH__P2	85	6	18.24	15.8
VIE_F2_DTNH__P3	91	5	20.42	18.31
VIE_F2_DTNH__P8	81	6	18.3	15.92
VIE_F2_DTNH__P9	61	9	14.91	12.14
VIE_F2_DTNH__Q0	59	5	13.38	11.48
VIE_F2_DTNH__Q1	55	4	12.48	11.17
VIE_F3_Ly__O1	44	2	10.5	8.14
VIE_F3_Ly__O2	83	3	18.46	15.75
VIE_F3_Ly__O3	57	1	12.21	9.6
VIE_F3_Ly__O4	70	3	17.97	15.35
VIE_F3_Ly__O6	69	3	15.65	13.54
VIE_F3_Ly__O8	76	3	16.11	13.5
VIE_F3_Ly__O9	45	0	10.15	8.99
VIE_F3_Ly__P0	89	2	19.62	17.02
VIE_F3_Ly__P1	78	1	15.95	14.39
VIE_F3_Ly__P2	65	1	13.54	12.41
VIE_F3_Ly__P3	80	3	18.07	15.48
VIE_F3_Ly__P8	69	3	13.47	12.24
VIE_F3_Ly__P9	51	0	12.33	10.76
VIE_F3_Ly__Q0	49	1	10.17	8.82
VIE_F3_Ly__Q1	46	1	10.59	8.76
VIE_F4_Ma__O1	48	3	13.3	11.9
VIE_F4_Ma__O2	100	7	23.47	20.42
VIE_F4_Ma__O3	60	3	15.16	13.62
VIE_F4_Ma__O4	90	5	21.62	18.55
VIE_F4_Ma__O6	93	5	22.41	19.36
VIE_F4_Ma__O8	81	4	20.34	18.14
VIE_F4_Ma__O9	52	4	13.05	11.09
VIE_F4_Ma__P0	104	4	26.05	23.47
VIE_F4_Ma__P1	80	4	21.22	17.41
VIE_F4_Ma__P2	82	5	21.85	18.58
VIE_F4_Ma__P3	91	5	22.48	19.78
VIE_F4_Ma__P8	78	5	19.99	17.44
VIE_F4_Ma__P9	67	4	16.14	14.12
VIE_F4_Ma__Q0	58	6	15.76	11.82
VIE_F4_Ma__Q1	53	5	15.44	12.11
VIE_F5_Vu__O1	48	5	12.07	9.88
VIE_F5_Vu__O2	94	7	22.38	19.14
VIE_F5_Vu__O3	57	5	14.44	11.59
VIE_F5_Vu__O4	91	8	21.87	18.39
VIE_F5_Vu__O6	76	8	19.53	16.23
VIE_F5_Vu__O8	83	8	18.83	15.73
VIE_F5_Vu__O9	52	5	12.19	10.09
VIE_F5_Vu__P0	108	11	25.77	21.5
VIE_F5_Vu__P1	83	8	19.29	15.35
VIE_F5_Vu__P2	78	9	19.04	16.05
VIE_F5_Vu__P3	93	10	21.57	17.81
VIE_F5_Vu__P8	81	8	17.81	14.7
VIE_F5_Vu__P9	63	6	14.98	12.46
VIE_F5_Vu__Q0	59	5	13.09	10.86
VIE_F5_Vu__Q1	55	6	12.91	10.52
VIE_M1_NCP1__O1	39	3	9.92	8.07
VIE_M1_NCP1__O2	61	5	18.82	15.77
VIE_M1_NCP1__O3	48	4	12.35	9.95
VIE_M1_NCP1__O4	71	6	19.65	15.61
VIE_M1_NCP1__O6	62	5	17.47	14.09
VIE_M1_NCP1__O8	66	6	17.66	13.45
VIE_M1_NCP1__O9	41	4	12.35	9.29
VIE_M1_NCP1__P0	82	7	22.72	18.26
VIE_M1_NCP1__P1	56	6	17.28	13.81
VIE_M1_NCP1__P2	64	7	18.94	14.2
VIE_M1_NCP1__P3	76	8	21.38	16.24
VIE_M1_NCP1__P8	60	4	15.55	12.94
VIE_M1_NCP1__P9	47	5	14.08	11.01
VIE_M1_NCP1__Q0	48	3	12.16	9.69
VIE_M1_NCP1__Q1	44	4	11.71	9.46
VIE_M2_NVS1__O1	46	5	11.71	9.59
VIE_M2_NVS1__O2	93	7	20.61	17.63
VIE_M2_NVS1__O3	59	6	13.18	11.07
VIE_M2_NVS1__O4	93	8	19.71	16.4
VIE_M2_NVS1__O6	79	5	16.96	14.35
VIE_M2_NVS1__O8	76	7	16.9	14.38
VIE_M2_NVS1__O9	50	6	13.12	9.5
VIE_M2_NVS1__P0	105	10	25.34	21.5
VIE_M2_NVS1__P1	74	7	16.9	13.87
VIE_M2_NVS1__P2	80	7	17.02	14.39
VIE_M2_NVS1__P3	87	8	20.42	17.29
VIE_M2_NVS1__P8	77	8	17.02	14.05
VIE_M2_NVS1__P9	62	7	13.95	11.5
VIE_M2_NVS1__Q0	54	4	11.46	9.57
VIE_M2_NVS1__Q1	54	4	11.01	9.35
VIE_M3_Van__O1	43	2	9.2	7.13
VIE_M3_Van__O2	80	5	16.11	13.67
VIE_M3_Van__O3	52	3	10.4	8.32
VIE_M3_Van__O4	71	3	15.77	12.46
VIE_M3_Van__O6	72	4	15.37	12.6
VIE_M3_Van__O8	66	5	14.28	11.14
VIE_M3_Van__O9	46	2	10.36	7.64
VIE_M3_Van__P0	98	6	20.18	15.7
VIE_M3_Van__P1	81	7	16.58	12.43
VIE_M3_Van__P2	68	5	15.16	11.94
VIE_M3_Van__P3	84	5	17.62	13.66
VIE_M3_Van__P8	71	3	14.19	11.25
VIE_M3_Van__P9	56	5	12.89	9.44
VIE_M3_Van__Q0	52	3	10.38	7.4
VIE_M3_Van__Q1	46	3	11.05	8.05
VIE_M4_Qua__O1	48	5	11.84	9.13
VIE_M4_Qua__O2	92	5	22.22	18.69
VIE_M4_Qua__O3	59	4	13.3	10.94
VIE_M4_Qua__O4	89	7	20.55	17.04
VIE_M4_Qua__O6	86	7	19.16	15.23
VIE_M4_Qua__O8	79	6	18.41	14.85
VIE_M4_Qua__O9	51	5	12.82	9.86
VIE_M4_Qua__P0	106	14	26.96	21.59
VIE_M4_Qua__P1	78	9	19.09	14.52
VIE_M4_Qua__P2	84	7	17.92	15.04
VIE_M4_Qua__P3	90	11	21.13	17.02
VIE_M4_Qua__P8	75	6	15.83	13.64
VIE_M4_Qua__P9	61	6	14.84	11.58
VIE_M4_Qua__Q0	57	4	12.68	10.61
VIE_M4_Qua__Q1	57	6	12.84	10.3
VIE_M5_Ti__O1	48	3	14.74	11.66
VIE_M5_Ti__O2	85	5	22.01	17.88
VIE_M5_Ti__O3	58	4	17.27	13.38
VIE_M5_Ti__O4	93	11	28.13	20.79
VIE_M5_Ti__O6	74	5	21.38	16.58
VIE_M5_Ti__O8	81	7	21.81	16.99
VIE_M5_Ti__O9	53	5	16.74	12.35
VIE_M5_Ti__P0	101	9	27.9	22.28
VIE_M5_Ti__P1	77	8	21.62	16.69
VIE_M5_Ti__P2	75	3	19.58	15.88
VIE_M5_Ti__P3	85	10	25.14	19.8
VIE_M5_Ti__P8	69	4	20.24	15.57
VIE_M5_Ti__P9	62	7	18.06	13.62
VIE_M5_Ti__Q0	54	4	15.14	11.77
VIE_M5_Ti__Q1	56	4	15.26	11.9
YUE_F1_Vi__O1	49	4	12.91	9.62
YUE_F1_Vi__O2	74	5	18.3	14.07
YUE_F1_Vi__O3	91	8	24.94	18.09
YUE_F1_Vi__O4	71	4	16.16	12.41
YUE_F1_Vi__O6	73	4	17.83	13.47
YUE_F1_Vi__O8	81	7	20.71	15.08
YUE_F1_Vi__O9	62	5	18.85	12.79
YUE_F1_Vi__P0	96	9	26.98	19.55
YUE_F1_Vi__P1	81	8	25.82	17.8
YUE_F1_Vi__P2	79	6	20.2	14.55
YUE_F1_Vi__P3	78	7	22.94	16.71
YUE_F1_Vi__P8	79	7	22.76	15.86
YUE_F1_Vi__P9	88	7	24.66	18.2
YUE_F1_Vi__Q0	84	9	24.1	17.26
YUE_F1_Vi__Q1	66	4	20.2	14.73
YUE_F2_Ka__O1	51	4	13.42	9.96
YUE_F2_Ka__O2	75	5	17.41	13.58
YUE_F2_Ka__O3	88	7	21.69	17.13
YUE_F2_Ka__O4	69	4	15.65	12.43
YUE_F2_Ka__O6	71	4	17.37	13.41
YUE_F2_Ka__O8	87	7	19.88	15.14
YUE_F2_Ka__O9	51	4	12.49	9.7
YUE_F2_Ka__P0	93	9	22.94	17.41
YUE_F2_Ka__P1	84	5	21.04	16.26
YUE_F2_Ka__P2	72	6	18.58	13.99
YUE_F2_Ka__P3	75	7	18.76	14.34
YUE_F2_Ka__P8	77	6	18.2	14.22
YUE_F2_Ka__P9	85	5	19.78	15.86
YUE_F2_Ka__Q0	85	8	20.34	15.77
YUE_F2_Ka__Q1	61	4	15.37	12.43
YUE_F3_Ce__O1	49	4	13.65	10.5
YUE_F3_Ce__O2	69	5	16.9	13.65
YUE_F3_Ce__O3	89	7	21.55	17.41
YUE_F3_Ce__O4	69	5	16.02	12.64
YUE_F3_Ce__O6	71	4	17	14.08
YUE_F3_Ce__O8	83	7	18.76	14.91
YUE_F3_Ce__O9	54	3	12.35	10.29
YUE_F3_Ce__P0	93	8	22.38	18.22
YUE_F3_Ce__P1	78	7	20.06	14.89
YUE_F3_Ce__P2	70	5	16.86	13.84
YUE_F3_Ce__P3	74	5	18.95	15.82
YUE_F3_Ce__P8	76	7	18.11	14.38
YUE_F3_Ce__P9	82	6	19.97	16.24
YUE_F3_Ce__Q0	87	6	20.15	16.32
YUE_F3_Ce__Q1	64	4	15.88	13.17
YUE_F5_Ye__O1	50	3	13.93	11.59
YUE_F5_Ye__O2	71	3	17.65	15.46
YUE_F5_Ye__O3	93	5	21.18	18.62
YUE_F5_Ye__O4	71	3	16.21	14.49
YUE_F5_Ye__O6	83	4	18.2	15.8
YUE_F5_Ye__O8	84	7	18.72	16.06
YUE_F5_Ye__O9	50	3	12.82	11.27
YUE_F5_Ye__P0	98	8	22.06	18.93
YUE_F5_Ye__P1	80	7	21.46	18.04
YUE_F5_Ye__P2	73	3	16.72	14.9
YUE_F5_Ye__P3	84	6	20.15	17.01
YUE_F5_Ye__P8	82	3	17.97	15.94
YUE_F5_Ye__P9	84	5	19.69	17.04
YUE_F5_Ye__Q0	83	4	19.37	17.02
YUE_F5_Ye__Q1	70	5	15.93	13.45
YUE_F6_Tra__O1	47	3	13.28	9.76
YUE_F6_Tra__O2	73	6	18.76	14.27
YUE_F6_Tra__O3	74	8	18.76	14.51
YUE_F6_Tra__O4	59	3	15.7	12.72
YUE_F6_Tra__O6	65	4	16.72	13.16
YUE_F6_Tra__O8	72	7	19.32	14.55
YUE_F6_Tra__O9	48	4	14.16	10.53
YUE_F6_Tra__P0	82	6	22.38	18.6
YUE_F6_Tra__P1	74	6	20.34	15.94
YUE_F6_Tra__P2	63	4	16.07	12.68
YUE_F6_Tra__P3	71	6	18.99	15.26
YUE_F6_Tra__P8	76	6	20.43	16.26
YUE_F6_Tra__P9	84	6	20.53	16.4
YUE_F6_Tra__Q0	68	5	18.58	15.03
YUE_F6_Tra__Q1	55	5	16.07	12.44
YUE_M2_Ka__O1	45	4	13.47	9.6
YUE_M2_Ka__O2	68	3	16.63	13.13
YUE_M2_Ka__O3	84	6	20.53	16.62
YUE_M2_Ka__O4	62	5	15.74	12.36
YUE_M2_Ka__O6	73	4	18.58	14.51
YUE_M2_Ka__O8	79	7	20.34	14.56
YUE_M2_Ka__O9	48	5	14.02	9.61
YUE_M2_Ka__P0	91	8	22.85	17.59
YUE_M2_Ka__P1	76	7	20.43	15.5
YUE_M2_Ka__P2	66	5	17.93	13.47
YUE_M2_Ka__P3	75	6	19.23	14.06
YUE_M2_Ka__P8	71	7	19.5	14.18
YUE_M2_Ka__P9	77	6	20.62	15.61
YUE_M2_Ka__Q0	80	6	20.57	15.37
YUE_M2_Ka__Q1	63	5	18.25	12.6
YUE_M3_Bra__O1	54	4	13.79	10.29
YUE_M3_Bra__O2	80	6	18.99	14.54
YUE_M3_Bra__O3	91	8	23.31	17.95
YUE_M3_Bra__O4	70	4	16.72	12.99
YUE_M3_Bra__O6	83	6	19.6	15.42
YUE_M3_Bra__O8	84	7	20.81	15.93
YUE_M3_Bra__O9	49	5	13.1	9.85
YUE_M3_Bra__P0	96	9	22.89	17.48
YUE_M3_Bra__P1	85	8	19.97	15.29
YUE_M3_Bra__P2	77	6	17.74	13.7
YUE_M3_Bra__P3	85	7	21.22	16.32
YUE_M3_Bra__P8	78	6	18.85	14.73
YUE_M3_Bra__P9	91	7	22.48	16.97
YUE_M3_Bra__Q0	85	6	21.92	17.44
YUE_M3_Bra__Q1	70	6	17.14	13.65
YUE_M4_Al__O1	48	4	11.75	8.96
YUE_M4_Al__O2	73	5	17	13.82
YUE_M4_Al__O3	86	7	20.57	15.86
YUE_M4_Al__O4	68	4	14.72	12.14
YUE_M4_Al__O6	74	4	17.18	13.53
YUE_M4_Al__O8	80	7	19.5	14.26
YUE_M4_Al__O9	52	3	11.89	9.5
YUE_M4_Al__P0	93	9	23.59	17.83
YUE_M4_Al__P1	78	6	18.3	14.84
YUE_M4_Al__P2	63	5	17.93	14.12
YUE_M4_Al__P3	80	4	17.37	14.34
YUE_M4_Al__P8	78	8	18.44	13.9
YUE_M4_Al__P9	84	6	19.27	15.64
YUE_M4_Al__Q0	77	9	19.78	15.07
YUE_M4_Al__Q1	58	3	15.65	12.66
YUE_M5_Ed__O1	58	7	16.67	10.83
YUE_M5_Ed__O2	70	5	19.69	13.56
YUE_M5_Ed__O3	89	12	24.61	17.73
YUE_M5_Ed__O4	66	7	18.95	12.95
YUE_M5_Ed__O6	71	5	18.48	13.61
YUE_M5_Ed__O8	86	7	20.39	15.17
YUE_M5_Ed__O9	52	6	15.05	9.73
YUE_M5_Ed__P0	95	12	23.64	16.83
YUE_M5_Ed__P1	81	10	21.41	14.75
YUE_M5_Ed__P2	75	9	19.5	14.19
YUE_M5_Ed__P3	82	7	19.74	14.5
YUE_M5_Ed__P8	76	8	18.25	13.46
YUE_M5_Ed__P9	81	8	22.89	15.82
YUE_M5_Ed__Q0	82	11	21.5	15.03
YUE_M5_Ed__Q1	63	7	17.69	12.77
YUE_M6_Hu__O1	51	6	16.58	10.57
YUE_M6_Hu__O2	72	6	21.08	14.47
YUE_M6_Hu__O3	84	14	23.55	16.5
YUE_M6_Hu__O4	66	6	19.09	14.34
YUE_M6_Hu__O6	79	9	22.94	16.59
YUE_M6_Hu__O8	82	9	26.38	16.66
YUE_M6_Hu__O9	56	5	13.84	10.33
YUE_M6_Hu__P0	94	12	29.44	20.56
YUE_M6_Hu__P1	77	8	21.36	16.13
YUE_M6_Hu__P2	72	8	18.53	13.6
YUE_M6_Hu__P3	78	10	22.85	16.82
YUE_M6_Hu__P8	75	14	22.34	15.25
YUE_M6_Hu__P9	83	9	25.54	18.2
YUE_M6_Hu__Q0	78	8	22.57	15.86
YUE_M6_Hu__Q1	61	8	16.95	12.04
DEU_aj_O1	85	9	25.06	19.1
DEU_aj_O4	97	6	25.66	20
DEU_aj_O6	80	5	22.2	18.18
DEU_aj_O9	57	5	17.27	13.26
DEU_aj_P0	122	12	31.4	25.52
DEU_aj_Q0	114	8	29.57	23.94
DEU_bg_O2	81	12	21.77	16.32
DEU_bg_O3	61	6	17.47	13.15
DEU_bg_O8	80	11	22.39	15.92
DEU_bg_P1	76	11	20.54	14.61
DEU_bg_P2	68	6	19.11	14.48
DEU_bg_P3	76	7	19.93	14.66
DEU_bg_P8	58	6	18.7	13.68
DEU_bg_P9	61	7	19.32	13.34
DEU_bg_Q1	65	7	19.32	14.19
DEU_ga_O1	80	6	19.93	14.96
DEU_ga_O4	80	5	21.36	15.92
DEU_ga_O6	67	7	19.12	13.57
DEU_ga_O9	39	5	13.17	9.6
DEU_ga_P0	98	6	25.66	20.11
DEU_ga_Q0	91	9	23	17.5
DEU_hm_O2	84	5	21.38	18.32
DEU_hm_O3	66	5	18.91	14.83
DEU_hm_O8	84	4	19.92	16.72
DEU_hm_P1	79	5	19.93	15.36
DEU_hm_P2	74	4	19.32	16.03
DEU_hm_P3	76	4	20.95	17.14
DEU_hm_P8	59	8	17.68	14.98
DEU_hm_P9	69	4	19.72	14.37
DEU_hm_Q1	74	4	18.09	14.9
DEU_jm_O2	87	9	20.54	16.82
DEU_jm_O3	67	9	18.09	13.6
DEU_jm_O8	86	7	20.15	15.63
DEU_jm_P1	74	8	19.32	14.72
DEU_jm_P2	70	5	17.89	14.35
DEU_jm_P3	75	8	21.17	15.34
DEU_jm_P8	58	10	17.68	11.65
DEU_jm_P9	74	6	18.71	13.66
DEU_jm_Q1	67	5	17.68	13.84
DEU_mi_O2	118	13	33.25	25.95
DEU_mi_O3	92	10	27.7	20.96
DEU_mi_O8	109	8	28.77	22.99
DEU_mi_P1	103	5	26.69	21.95
DEU_mi_P2	92	7	26.89	21.15
DEU_mi_P3	116	9	32.03	25.68
DEU_mi_P8	93	8	25.47	19.49
DEU_mi_P9	101	8	27.52	21.78
DEU_mi_Q1	93	6	25.66	20.74
DEU_mj_O1	77	5	20.8	15.95
DEU_mj_O4	76	7	21.79	16.48
DEU_mj_O6	72	5	18.92	15.06
DEU_mj_O9	45	5	15.22	10.24
DEU_mj_P0	99	8	26.69	21.7
DEU_mj_Q0	95	7	23.62	18.91
DEU_qk_O1	75	5	18.7	15.36
DEU_qk_O4	83	8	20.54	15.52
DEU_qk_O6	75	5	18.52	14.75
DEU_qk_O9	54	4	13.79	10.46
DEU_qk_P0	99	11	26.48	20.7
DEU_qk_Q0	89	7	22.59	17.9
DEU_sm_O1	73	5	16.67	12.82
DEU_sm_O4	79	6	20.76	13.68
DEU_sm_O6	66	5	16.73	12.37
DEU_sm_O9	46	5	12.76	8.91
DEU_sm_P0	97	8	23.21	17.68
DEU_sm_Q0	90	7	20.54	15.74
DEU_ss_O2	122	5	30.8	26.85
DEU_ss_O3	91	11	27.92	21.81
DEU_ss_O8	109	6	29.2	23.49
DEU_ss_P1	100	8	27.51	23.06
DEU_ss_P2	92	8	25.51	20.45
DEU_ss_P3	100	5	25.92	21.95
DEU_ss_P8	91	7	25.46	19.15
DEU_ss_P9	93	5	25.25	21.82
DEU_ss_Q1	96	8	26.7	19.92
ENG_fa_o1	58	6	14.64	11.72
ENG_fa_o2	77	9	19.08	14.74
ENG_fa_o3	75	7	18.1	14.74
ENG_fa_o4	70	8	20.75	16.77
ENG_fa_o6	58	5	15.4	13.27
ENG_fa_o8	75	7	18.38	14.85
ENG_fa_o9	52	4	13.41	11.19
ENG_fa_p1	93	7	21.03	17.77
ENG_fa_p2	71	8	18.7	14.9
ENG_fa_p3	82	10	21.44	16.8
ENG_fb_q0	69	4	16.1	13.28
ENG_fb_q1	55	4	14.13	10.98
ENG_fc_p0	70	6	18.25	14.4
ENG_fc_p8	61	7	15	11.12
ENG_fc_p9	67	9	18.16	13.46
ENG_fc_q0	62	4	15.83	12.74
ENG_fc_q1	47	7	13.75	9.87
ENG_fd_o1	55	4	12.72	10.26
ENG_fd_o2	64	5	16.17	12.16
ENG_fd_o3	66	4	15.5	12.06
ENG_fd_o4	66	7	17.32	13.65
ENG_fd_o6	53	5	13.49	10.56
ENG_fd_o8	64	6	15.83	12.03
ENG_fd_o9	47	5	11.62	9.4
ENG_fe_o1	56	6	14.73	11.14
ENG_fe_o2	72	5	18.12	14.29
ENG_fe_o3	71	4	17.72	13.59
ENG_fe_o4	72	5	18.52	14.53
ENG_ff_o6	53	5	15.22	11.58
ENG_ff_o8	70	5	17.37	14.21
ENG_ff_o9	48	3	13.29	10.42
ENG_ff_p0	74	5	19.23	16.26
ENG_ff_p1	78	6	18.68	15.73
ENG_ff_p2	69	5	16.64	13.38
ENG_ff_p3	89	8	20.13	16.32
ENG_ff_p8	65	7	16.64	12.85
ENG_ff_p9	79	10	19.93	15.38
ENG_fg_p0	79	7	19.7	15.98
ENG_fg_p1	82	5	21.04	15.54
ENG_fg_p2	64	4	17.06	13.06
ENG_fg_p3	80	7	19.69	14.75
ENG_fg_p8	63	4	15.26	12.26
ENG_fg_p9	88	6	19.03	15.09
ENG_fg_q1	52	5	13.73	10.37
ENG_fh_q0	72	6	20.43	16.13
ENG_fi_o1	60	6	16.52	12.51
ENG_fi_o2	72	7	20.65	16.21
ENG_fi_o3	74	6	19.3	15.18
ENG_fi_o4	73	6	21.18	17.25
ENG_fi_o6	59	4	16.05	12.83
ENG_fi_o8	76	9	20.13	15.41
ENG_fi_o9	58	4	14.25	11.28
ENG_fi_p1	82	8	22.37	17.6
ENG_fi_p2	71	6	20.21	15.94
ENG_fi_p3	86	9	22.28	17.52
ENG_fj_p0	80	6	21.73	18.53
ENG_fj_p8	66	5	17.45	13.86
ENG_fj_p9	81	9	21.49	17.06
ENG_fj_q0	71	6	17.4	14.13
ENG_fj_q1	51	5	15.39	12.15
ITA_a0_O4	63	4	17.65	13.6
ITA_a0_O6	70	4	18.05	13.82
ITA_a0_O8	87	7	22.16	17.7
ITA_a0_O9	55	4	14.37	10.58
ITA_a0_P0	101	4	25.43	21.65
ITA_a0_P8	90	8	23.37	18.18
ITA_a0_P9	84	6	20.92	16.59
ITA_a0_Q1	80	7	21.32	16.66
ITA_ag_O1	68	5	16.83	11.02
ITA_ag_O2	82	5	18.46	13.6
ITA_ag_O3	76	5	17.24	12.11
ITA_ag_P1	76	5	18.05	12.83
ITA_ag_P2	88	4	19.28	14.08
ITA_ag_P3	81	7	20.11	13.68
ITA_au_O1	63	6	20.51	13.41
ITA_au_O2	85	6	23.78	17.49
ITA_au_O3	80	7	22.96	16.82
ITA_b4_O4	65	5	20.92	15.54
ITA_b4_O6	75	4	21.34	16.67
ITA_b4_P8	96	8	27.48	20.98
ITA_b4_P9	80	5	25.01	18.78
ITA_b4_Q0	96	5	26.65	20.14
ITA_b4_Q1	90	7	26.65	20.38
ITA_b6_O8	83	3	17.23	13.98
ITA_b6_O9	54	4	12.33	9.42
ITA_b6_P0	98	7	22.14	17.65
ITA_b6_P1	83	8	19.29	15.25
ITA_b6_P2	86	5	20.1	16.91
ITA_b6_P3	88	4	20.52	17.07
ITA_b7_O4	68	4	16.83	12.78
ITA_b7_O6	70	4	17.65	13.79
ITA_b7_P8	90	4	21.32	16.54
ITA_b7_P9	76	5	18.46	13.5
ITA_b7_Q0	87	4	20.92	16.69
ITA_b7_Q1	85	6	20.93	15.44
ITA_ba_O1	83	12	25.84	17.58
ITA_ba_O2	100	16	29.93	21.14
ITA_ba_O3	90	13	29.53	20.02
ITA_ba_Q0	90	8	27.07	20.93
ITA_bf_O1	75	7	21.73	14.5
ITA_bf_O2	92	7	22.96	17.25
ITA_bf_O3	83	7	21.73	15.92
ITA_bk_O4	71	5	16	11.89
ITA_bk_O8	84	4	17.23	13.7
ITA_bk_O9	53	5	13.54	9.25
ITA_bk_P0	106	4	21.34	17.92
ITA_bk_P1	92	4	19.28	15.1
ITA_bk_P2	90	5	19.7	14.78
ITA_bk_P3	84	6	19.69	14.42
ITA_bk_P9	79	6	17.23	13.46
ITA_bl_O6	75	4	16.83	12.42
ITA_bl_P8	90	4	20.1	16.19
ITA_bl_Q0	89	4	20.11	15.28
ITA_bl_Q1	86	6	20.51	14.58
